Year,Industry_code_NZSIOC,Industry_name_NZSIOC,Units
2023,AA11,Horticulture and Fruit Growing,Percentage
2023,AA11,Horticulture and Fruit Growing,Percentage
2023,AA11,Horticulture and Fruit Growing,Percentage
2023,AA11,Horticulture and Fruit Growing,Percentage
2023,AA111,Horticulture and Fruit Growing,Dollars (millions)
2023,AA111,Horticulture and Fruit Growing,Dollars (millions)
2023,AA111,Horticulture and Fruit Growing,Dollars (millions)
2023,AA111,Horticulture and Fruit Growing,Dollars (millions)
2023,AA111,Horticulture and Fruit Growing,Dollars (millions)
2023,AA111,Horticulture and Fruit Growing,Dollars (millions)
2023,AA111,Horticulture and Fruit Growing,Dollars (millions)
2023,AA111,Horticulture and Fruit Growing,Dollars (millions)
2023,AA111,Horticulture and Fruit Growing,Dollars (millions)
2023,AA111,Horticulture and Fruit Growing,Dollars (millions)
2023,AA111,Horticulture and Fruit Growing,Dollars (millions)
2023,AA111,Horticulture and Fruit Growing,Dollars (millions)
2023,AA111,Horticulture and Fruit Growing,Dollars (millions)
2023,AA111,Horticulture and Fruit Growing,Dollars (millions)
2023,AA111,Horticulture and Fruit Growing,Dollars (millions)
2023,AA111,Horticulture and Fruit Growing,Dollars (millions)
2023,AA111,Horticulture and Fruit Growing,Dollars (millions)
2023,AA111,Horticulture and Fruit Growing,Dollars (millions)
2023,AA111,Horticulture and Fruit Growing,Dollars (millions)
2023,AA111,Horticulture and Fruit Growing,Dollars (millions)
2023,AA111,Horticulture and Fruit Growing,Dollars (millions)
2023,AA111,Horticulture and Fruit Growing,Dollars (millions)
2023,AA111,Horticulture and Fruit Growing,Dollars (millions)
2023,AA111,Horticulture and Fruit Growing,Dollars
2023,AA111,Horticulture and Fruit Growing,Dollars
2023,AA111,Horticulture and Fruit Growing,Percentage
2023,AA111,Horticulture and Fruit Growing,Percentage
2023,AA111,Horticulture and Fruit Growing,Percentage
2023,AA111,Horticulture and Fruit Growing,Percentage
2023,AA111,Horticulture and Fruit Growing,Percentage
2023,AA12,"Sheep, Beef Cattle and Grain Farming"
2023,AA12,"Sheep, Beef Cattle and Grain Farming"
2023,AA12,"Sheep, Beef Cattle and Grain Farming"
2023,AA12,"Sheep, Beef Cattle and Grain Farming"
2023,AA12,"Sheep, Beef Cattle and Grain Farming"
2023,AA12,"Sheep, Beef Cattle and Grain Farming"
2023,AA12,"Sheep, Beef Cattle and Grain Farming"
2023,AA12,"Sheep, Beef Cattle and Grain Farming"
2023,AA12,"Sheep, Beef Cattle and Grain Farming"
2023,AA12,"Sheep, Beef Cattle and Grain Farming"
2023,AA12,"Sheep, Beef Cattle and Grain Farming"
2023,AA12,"Sheep, Beef Cattle and Grain Farming"
2023,AA12,"Sheep, Beef Cattle and Grain Farming"
2023,AA12,"Sheep, Beef Cattle and Grain Farming"
2023,AA12,"Sheep, Beef Cattle and Grain Farming"
2023,AA12,"Sheep, Beef Cattle and Grain Farming"
2023,AA12,"Sheep, Beef Cattle and Grain Farming"
2023,AA12,"Sheep, Beef Cattle and Grain Farming"
2023,AA12,"Sheep, Beef Cattle and Grain Farming"
2023,AA12,"Sheep, Beef Cattle and Grain Farming"
2023,AA12,"Sheep, Beef Cattle and Grain Farming"
2023,AA12,"Sheep, Beef Cattle and Grain Farming"
2023,AA12,"Sheep, Beef Cattle and Grain Farming"
2023,AA12,"Sheep, Beef Cattle and Grain Farming"
2023,AA12,"Sheep, Beef Cattle and Grain Farming"
2023,AA12,"Sheep, Beef Cattle and Grain Farming"
2023,AA12,"Sheep, Beef Cattle and Grain Farming"
2023,AA12,"Sheep, Beef Cattle and Grain Farming"
2023,AA12,"Sheep, Beef Cattle and Grain Farming"
2023,AA12,"Sheep, Beef Cattle and Grain Farming"
2023,AA121,"Sheep, Beef Cattle and Grain Farming"
2023,AA121,"Sheep, Beef Cattle and Grain Farming"
2023,AA121,"Sheep, Beef Cattle and Grain Farming"
2023,AA121,"Sheep, Beef Cattle and Grain Farming"
2023,AA121,"Sheep, Beef Cattle and Grain Farming"
2023,AA121,"Sheep, Beef Cattle and Grain Farming"
2023,AA121,"Sheep, Beef Cattle and Grain Farming"
2023,AA121,"Sheep, Beef Cattle and Grain Farming"
2023,AA121,"Sheep, Beef Cattle and Grain Farming"
2023,AA121,"Sheep, Beef Cattle and Grain Farming"
2023,AA121,"Sheep, Beef Cattle and Grain Farming"
2023,AA121,"Sheep, Beef Cattle and Grain Farming"
2023,AA121,"Sheep, Beef Cattle and Grain Farming"
2023,AA121,"Sheep, Beef Cattle and Grain Farming"
2023,AA121,"Sheep, Beef Cattle and Grain Farming"
2023,AA121,"Sheep, Beef Cattle and Grain Farming"
2023,AA121,"Sheep, Beef Cattle and Grain Farming"
2023,AA121,"Sheep, Beef Cattle and Grain Farming"
2023,AA121,"Sheep, Beef Cattle and Grain Farming"
2023,AA121,"Sheep, Beef Cattle and Grain Farming"
2023,AA121,"Sheep, Beef Cattle and Grain Farming"
2023,AA121,"Sheep, Beef Cattle and Grain Farming"
2023,AA121,"Sheep, Beef Cattle and Grain Farming"
2023,AA121,"Sheep, Beef Cattle and Grain Farming"
2023,AA121,"Sheep, Beef Cattle and Grain Farming"
2023,AA121,"Sheep, Beef Cattle and Grain Farming"
2023,AA121,"Sheep, Beef Cattle and Grain Farming"
2023,AA121,"Sheep, Beef Cattle and Grain Farming"
2023,AA121,"Sheep, Beef Cattle and Grain Farming"
2023,AA121,"Sheep, Beef Cattle and Grain Farming"
2023,AA13,Dairy Cattle Farming,Dollars (millions)
2023,AA13,Dairy Cattle Farming,Dollars (millions)
2023,AA13,Dairy Cattle Farming,Dollars (millions)
2023,AA13,Dairy Cattle Farming,Dollars (millions)
2023,AA13,Dairy Cattle Farming,Dollars (millions)
2023,AA13,Dairy Cattle Farming,Dollars (millions)
2023,AA13,Dairy Cattle Farming,Dollars (millions)
2023,AA13,Dairy Cattle Farming,Dollars (millions)
2023,AA13,Dairy Cattle Farming,Dollars (millions)
2023,AA13,Dairy Cattle Farming,Dollars (millions)
2023,AA13,Dairy Cattle Farming,Dollars (millions)
2023,AA13,Dairy Cattle Farming,Dollars (millions)
2023,AA13,Dairy Cattle Farming,Dollars (millions)
2023,AA13,Dairy Cattle Farming,Dollars (millions)
2023,AA13,Dairy Cattle Farming,Dollars (millions)
2023,AA13,Dairy Cattle Farming,Dollars (millions)
2023,AA13,Dairy Cattle Farming,Dollars (millions)
2023,AA13,Dairy Cattle Farming,Dollars (millions)
2023,AA13,Dairy Cattle Farming,Dollars (millions)
2023,AA13,Dairy Cattle Farming,Dollars (millions)
2023,AA13,Dairy Cattle Farming,Dollars (millions)
2023,AA13,Dairy Cattle Farming,Dollars (millions)
2023,AA13,Dairy Cattle Farming,Dollars (millions)
2023,AA13,Dairy Cattle Farming,Dollars
2023,AA13,Dairy Cattle Farming,Dollars
2023,AA13,Dairy Cattle Farming,Percentage
2023,AA13,Dairy Cattle Farming,Percentage
2023,AA13,Dairy Cattle Farming,Percentage
2023,AA13,Dairy Cattle Farming,Percentage
2023,AA13,Dairy Cattle Farming,Percentage
2023,AA131,Dairy Cattle Farming,Dollars (millions)
2023,AA131,Dairy Cattle Farming,Dollars (millions)
2023,AA131,Dairy Cattle Farming,Dollars (millions)
2023,AA131,Dairy Cattle Farming,Dollars (millions)
2023,AA131,Dairy Cattle Farming,Dollars (millions)
2023,AA131,Dairy Cattle Farming,Dollars (millions)
2023,AA131,Dairy Cattle Farming,Dollars (millions)
2023,AA131,Dairy Cattle Farming,Dollars (millions)
2023,AA131,Dairy Cattle Farming,Dollars (millions)
2023,AA131,Dairy Cattle Farming,Dollars (millions)
2023,AA131,Dairy Cattle Farming,Dollars (millions)
2023,AA131,Dairy Cattle Farming,Dollars (millions)
2023,AA131,Dairy Cattle Farming,Dollars (millions)
2023,AA131,Dairy Cattle Farming,Dollars (millions)
2023,AA131,Dairy Cattle Farming,Dollars (millions)
2023,AA131,Dairy Cattle Farming,Dollars (millions)
2023,AA131,Dairy Cattle Farming,Dollars (millions)
2023,AA131,Dairy Cattle Farming,Dollars (millions)
2023,AA131,Dairy Cattle Farming,Dollars (millions)
2023,AA131,Dairy Cattle Farming,Dollars (millions)
2023,AA131,Dairy Cattle Farming,Dollars (millions)
2023,AA131,Dairy Cattle Farming,Dollars (millions)
2023,AA131,Dairy Cattle Farming,Dollars (millions)
2023,AA131,Dairy Cattle Farming,Dollars
2023,AA131,Dairy Cattle Farming,Dollars
2023,AA131,Dairy Cattle Farming,Percentage
2023,AA131,Dairy Cattle Farming,Percentage
2023,AA131,Dairy Cattle Farming,Percentage
2023,AA131,Dairy Cattle Farming,Percentage
2023,AA131,Dairy Cattle Farming,Percentage
2023,AA14,"Poultry, Deer and Other Livestock Farming"
2023,AA14,"Poultry, Deer and Other Livestock Farming"
2023,AA14,"Poultry, Deer and Other Livestock Farming"
2023,AA14,"Poultry, Deer and Other Livestock Farming"
2023,AA14,"Poultry, Deer and Other Livestock Farming"
2023,AA14,"Poultry, Deer and Other Livestock Farming"
2023,AA14,"Poultry, Deer and Other Livestock Farming"
2023,AA14,"Poultry, Deer and Other Livestock Farming"
2023,AA14,"Poultry, Deer and Other Livestock Farming"
2023,AA14,"Poultry, Deer and Other Livestock Farming"
2023,AA14,"Poultry, Deer and Other Livestock Farming"
2023,AA14,"Poultry, Deer and Other Livestock Farming"
2023,AA14,"Poultry, Deer and Other Livestock Farming"
2023,AA14,"Poultry, Deer and Other Livestock Farming"
2023,AA14,"Poultry, Deer and Other Livestock Farming"
2023,AA14,"Poultry, Deer and Other Livestock Farming"
2023,AA14,"Poultry, Deer and Other Livestock Farming"
2023,AA14,"Poultry, Deer and Other Livestock Farming"
2023,AA14,"Poultry, Deer and Other Livestock Farming"
2023,AA14,"Poultry, Deer and Other Livestock Farming"
2023,AA14,"Poultry, Deer and Other Livestock Farming"
2023,AA14,"Poultry, Deer and Other Livestock Farming"
2023,AA14,"Poultry, Deer and Other Livestock Farming"
2023,AA14,"Poultry, Deer and Other Livestock Farming"
2023,AA14,"Poultry, Deer and Other Livestock Farming"
2023,AA14,"Poultry, Deer and Other Livestock Farming"
2023,AA14,"Poultry, Deer and Other Livestock Farming"
2023,AA14,"Poultry, Deer and Other Livestock Farming"
2023,AA14,"Poultry, Deer and Other Livestock Farming"
2023,AA14,"Poultry, Deer and Other Livestock Farming"
2023,AA141,"Poultry, Deer and Other Livestock Farming"
2023,AA141,"Poultry, Deer and Other Livestock Farming"
2023,AA141,"Poultry, Deer and Other Livestock Farming"
2023,AA141,"Poultry, Deer and Other Livestock Farming"
2023,AA141,"Poultry, Deer and Other Livestock Farming"
2023,AA141,"Poultry, Deer and Other Livestock Farming"
2023,AA141,"Poultry, Deer and Other Livestock Farming"
2023,AA141,"Poultry, Deer and Other Livestock Farming"
2023,AA141,"Poultry, Deer and Other Livestock Farming"
2023,AA141,"Poultry, Deer and Other Livestock Farming"
2023,AA141,"Poultry, Deer and Other Livestock Farming"
2023,AA141,"Poultry, Deer and Other Livestock Farming"
2023,AA141,"Poultry, Deer and Other Livestock Farming"
2023,AA141,"Poultry, Deer and Other Livestock Farming"
2023,AA141,"Poultry, Deer and Other Livestock Farming"
2023,AA141,"Poultry, Deer and Other Livestock Farming"
2023,AA141,"Poultry, Deer and Other Livestock Farming"
2023,AA141,"Poultry, Deer and Other Livestock Farming"
2023,AA141,"Poultry, Deer and Other Livestock Farming"
2023,AA141,"Poultry, Deer and Other Livestock Farming"
2023,AA141,"Poultry, Deer and Other Livestock Farming"
2023,AA141,"Poultry, Deer and Other Livestock Farming"
2023,AA141,"Poultry, Deer and Other Livestock Farming"
2023,AA141,"Poultry, Deer and Other Livestock Farming"
2023,AA141,"Poultry, Deer and Other Livestock Farming"
2023,AA141,"Poultry, Deer and Other Livestock Farming"
2023,AA141,"Poultry, Deer and Other Livestock Farming"
2023,AA141,"Poultry, Deer and Other Livestock Farming"
2023,AA141,"Poultry, Deer and Other Livestock Farming"
2023,AA141,"Poultry, Deer and Other Livestock Farming"
2023,AA21,Forestry and Logging,Dollars (millions)
2023,AA21,Forestry and Logging,Dollars (millions)
2023,AA21,Forestry and Logging,Dollars (millions)
2023,AA21,Forestry and Logging,Dollars (millions)
2023,AA21,Forestry and Logging,Dollars (millions)
2023,AA21,Forestry and Logging,Dollars (millions)
2023,AA21,Forestry and Logging,Dollars (millions)
2023,AA21,Forestry and Logging,Dollars (millions)
2023,AA21,Forestry and Logging,Dollars (millions)
2023,AA21,Forestry and Logging,Dollars (millions)
2023,AA21,Forestry and Logging,Dollars (millions)
2023,AA21,Forestry and Logging,Dollars (millions)
2023,AA21,Forestry and Logging,Dollars (millions)
2023,AA21,Forestry and Logging,Dollars (millions)
2023,AA21,Forestry and Logging,Dollars (millions)
2023,AA21,Forestry and Logging,Dollars (millions)
2023,AA21,Forestry and Logging,Dollars (millions)
2023,AA21,Forestry and Logging,Dollars (millions)
2023,AA21,Forestry and Logging,Dollars (millions)
2023,AA21,Forestry and Logging,Dollars (millions)
2023,AA21,Forestry and Logging,Dollars (millions)
2023,AA21,Forestry and Logging,Dollars (millions)
2023,AA21,Forestry and Logging,Dollars (millions)
2023,AA21,Forestry and Logging,Dollars (millions)
2023,AA21,Forestry and Logging,Dollars
2023,AA21,Forestry and Logging,Dollars
2023,AA21,Forestry and Logging,Percentage
2023,AA21,Forestry and Logging,Percentage
2023,AA21,Forestry and Logging,Percentage
2023,AA21,Forestry and Logging,Percentage
2023,AA21,Forestry and Logging,Percentage
2023,AA211,Forestry and Logging,Dollars (millions)
2023,AA211,Forestry and Logging,Dollars (millions)
2023,AA211,Forestry and Logging,Dollars (millions)
2023,AA211,Forestry and Logging,Dollars (millions)
2023,AA211,Forestry and Logging,Dollars (millions)
2023,AA211,Forestry and Logging,Dollars (millions)
2023,AA211,Forestry and Logging,Dollars (millions)
2023,AA211,Forestry and Logging,Dollars (millions)
2023,AA211,Forestry and Logging,Dollars (millions)
2023,AA211,Forestry and Logging,Dollars (millions)
2023,AA211,Forestry and Logging,Dollars (millions)
2023,AA211,Forestry and Logging,Dollars (millions)
2023,AA211,Forestry and Logging,Dollars (millions)
2023,AA211,Forestry and Logging,Dollars (millions)
2023,AA211,Forestry and Logging,Dollars (millions)
2023,AA211,Forestry and Logging,Dollars (millions)
2023,AA211,Forestry and Logging,Dollars (millions)
2023,AA211,Forestry and Logging,Dollars (millions)
2023,AA211,Forestry and Logging,Dollars (millions)
2023,AA211,Forestry and Logging,Dollars (millions)
2023,AA211,Forestry and Logging,Dollars (millions)
2023,AA211,Forestry and Logging,Dollars (millions)
2023,AA211,Forestry and Logging,Dollars (millions)
2023,AA211,Forestry and Logging,Dollars (millions)
2023,AA211,Forestry and Logging,Dollars
2023,AA211,Forestry and Logging,Dollars
2023,AA211,Forestry and Logging,Percentage
2023,AA211,Forestry and Logging,Percentage
2023,AA211,Forestry and Logging,Percentage
2023,AA211,Forestry and Logging,Percentage
2023,AA211,Forestry and Logging,Percentage
2023,AA31,Fishing and Aquaculture,Dollars (millions)
2023,AA31,Fishing and Aquaculture,Dollars (millions)
2023,AA31,Fishing and Aquaculture,Dollars (millions)
2023,AA31,Fishing and Aquaculture,Dollars (millions)
2023,AA31,Fishing and Aquaculture,Dollars (millions)
2023,AA31,Fishing and Aquaculture,Dollars (millions)
2023,AA31,Fishing and Aquaculture,Dollars (millions)
2023,AA31,Fishing and Aquaculture,Dollars (millions)
2023,AA31,Fishing and Aquaculture,Dollars (millions)
2023,AA31,Fishing and Aquaculture,Dollars (millions)
2023,AA31,Fishing and Aquaculture,Dollars (millions)
2023,AA31,Fishing and Aquaculture,Dollars (millions)
2023,AA31,Fishing and Aquaculture,Dollars (millions)
2023,AA31,Fishing and Aquaculture,Dollars (millions)
2023,AA31,Fishing and Aquaculture,Dollars (millions)
2023,AA31,Fishing and Aquaculture,Dollars (millions)
2023,AA31,Fishing and Aquaculture,Dollars (millions)
2023,AA31,Fishing and Aquaculture,Dollars (millions)
2023,AA31,Fishing and Aquaculture,Dollars (millions)
2023,AA31,Fishing and Aquaculture,Dollars (millions)
2023,AA31,Fishing and Aquaculture,Dollars (millions)
2023,AA31,Fishing and Aquaculture,Dollars (millions)
2023,AA31,Fishing and Aquaculture,Dollars (millions)
2023,AA31,Fishing and Aquaculture,Dollars
2023,AA31,Fishing and Aquaculture,Dollars
2023,AA31,Fishing and Aquaculture,Percentage
2023,AA31,Fishing and Aquaculture,Percentage
2023,AA31,Fishing and Aquaculture,Percentage
2023,AA31,Fishing and Aquaculture,Percentage
2023,AA31,Fishing and Aquaculture,Percentage
2023,AA32,"Agriculture, Forestry and Fishing Support Services and Hunting"
2023,AA32,"Agriculture, Forestry and Fishing Support Services and Hunting"
2023,AA32,"Agriculture, Forestry and Fishing Support Services and Hunting"
2023,AA32,"Agriculture, Forestry and Fishing Support Services and Hunting"
2023,AA32,"Agriculture, Forestry and Fishing Support Services and Hunting"
2023,AA32,"Agriculture, Forestry and Fishing Support Services and Hunting"
2023,AA32,"Agriculture, Forestry and Fishing Support Services and Hunting"
2023,AA32,"Agriculture, Forestry and Fishing Support Services and Hunting"
2023,AA32,"Agriculture, Forestry and Fishing Support Services and Hunting"
2023,AA32,"Agriculture, Forestry and Fishing Support Services and Hunting"
2023,AA32,"Agriculture, Forestry and Fishing Support Services and Hunting"
2023,AA32,"Agriculture, Forestry and Fishing Support Services and Hunting"
2023,AA32,"Agriculture, Forestry and Fishing Support Services and Hunting"
2023,AA32,"Agriculture, Forestry and Fishing Support Services and Hunting"
2023,AA32,"Agriculture, Forestry and Fishing Support Services and Hunting"
2023,AA32,"Agriculture, Forestry and Fishing Support Services and Hunting"
2023,AA32,"Agriculture, Forestry and Fishing Support Services and Hunting"
2023,AA32,"Agriculture, Forestry and Fishing Support Services and Hunting"
2023,AA32,"Agriculture, Forestry and Fishing Support Services and Hunting"
2023,AA32,"Agriculture, Forestry and Fishing Support Services and Hunting"
2023,AA32,"Agriculture, Forestry and Fishing Support Services and Hunting"
2023,AA32,"Agriculture, Forestry and Fishing Support Services and Hunting"
2023,AA32,"Agriculture, Forestry and Fishing Support Services and Hunting"
2023,AA32,"Agriculture, Forestry and Fishing Support Services and Hunting"
2023,AA32,"Agriculture, Forestry and Fishing Support Services and Hunting"
2023,AA32,"Agriculture, Forestry and Fishing Support Services and Hunting"
2023,AA32,"Agriculture, Forestry and Fishing Support Services and Hunting"
2023,AA32,"Agriculture, Forestry and Fishing Support Services and Hunting"
2023,AA32,"Agriculture, Forestry and Fishing Support Services and Hunting"
2023,AA32,"Agriculture, Forestry and Fishing Support Services and Hunting"
2023,AA32,"Agriculture, Forestry and Fishing Support Services and Hunting"
2023,BB,Mining,Dollars (millions)
2023,BB,Mining,Dollars (millions)
2023,BB,Mining,Dollars (millions)
2023,BB,Mining,Dollars (millions)
2023,BB,Mining,Dollars (millions)
2023,BB,Mining,Dollars (millions)
2023,BB,Mining,Dollars (millions)
2023,BB,Mining,Dollars (millions)
2023,BB,Mining,Dollars (millions)
2023,BB,Mining,Dollars (millions)
2023,BB,Mining,Dollars (millions)
2023,BB,Mining,Dollars (millions)
2023,BB,Mining,Dollars (millions)
2023,BB,Mining,Dollars (millions)
2023,BB,Mining,Dollars (millions)
2023,BB,Mining,Dollars (millions)
2023,BB,Mining,Dollars (millions)
2023,BB,Mining,Dollars (millions)
2023,BB,Mining,Dollars (millions)
2023,BB,Mining,Dollars (millions)
2023,BB,Mining,Dollars (millions)
2023,BB,Mining,Dollars (millions)
2023,BB,Mining,Dollars (millions)
2023,BB,Mining,Dollars (millions)
2023,BB,Mining,Dollars (millions)
2023,BB,Mining,Dollars (millions)
2023,BB,Mining,Dollars
2023,BB,Mining,Dollars
2023,BB,Mining,Percentage
2023,BB,Mining,Percentage
2023,BB,Mining,Percentage
2023,BB,Mining,Percentage
2023,BB,Mining,Percentage
2023,CC,Manufacturing,Dollars (millions)
2023,CC,Manufacturing,Dollars (millions)
2023,CC,Manufacturing,Dollars (millions)
2023,CC,Manufacturing,Dollars (millions)
2023,CC,Manufacturing,Dollars (millions)
2023,CC,Manufacturing,Dollars (millions)
2023,CC,Manufacturing,Dollars (millions)
2023,CC,Manufacturing,Dollars (millions)
2023,CC,Manufacturing,Dollars (millions)
2023,CC,Manufacturing,Dollars (millions)
2023,CC,Manufacturing,Dollars (millions)
2023,CC,Manufacturing,Dollars (millions)
2023,CC,Manufacturing,Dollars (millions)
2023,CC,Manufacturing,Dollars (millions)
2023,CC,Manufacturing,Dollars (millions)
2023,CC,Manufacturing,Dollars (millions)
2023,CC,Manufacturing,Dollars (millions)
2023,CC,Manufacturing,Dollars (millions)
2023,CC,Manufacturing,Dollars (millions)
2023,CC,Manufacturing,Dollars (millions)
2023,CC,Manufacturing,Dollars (millions)
2023,CC,Manufacturing,Dollars (millions)
2023,CC,Manufacturing,Dollars (millions)
2023,CC,Manufacturing,Dollars (millions)
2023,CC,Manufacturing,Dollars (millions)
2023,CC,Manufacturing,Dollars (millions)
2023,CC,Manufacturing,Dollars (millions)
2023,CC,Manufacturing,Dollars (millions)
2023,CC,Manufacturing,Dollars
2023,CC,Manufacturing,Dollars
2023,CC,Manufacturing,Percentage
2023,CC,Manufacturing,Percentage
2023,CC,Manufacturing,Percentage
2023,CC,Manufacturing,Percentage
2023,CC,Manufacturing,Percentage
2023,CC,Manufacturing,Percentage
2023,CC15,Beverage and Tobacco Product Manufacturing,Dollars (millions)
2023,CC15,Beverage and Tobacco Product Manufacturing,Dollars (millions)
2023,CC15,Beverage and Tobacco Product Manufacturing,Dollars (millions)
2023,CC15,Beverage and Tobacco Product Manufacturing,Dollars (millions)
2023,CC15,Beverage and Tobacco Product Manufacturing,Dollars (millions)
2023,CC15,Beverage and Tobacco Product Manufacturing,Dollars (millions)
2023,CC15,Beverage and Tobacco Product Manufacturing,Dollars (millions)
2023,CC15,Beverage and Tobacco Product Manufacturing,Dollars (millions)
2023,CC15,Beverage and Tobacco Product Manufacturing,Dollars (millions)
2023,CC15,Beverage and Tobacco Product Manufacturing,Dollars (millions)
2023,CC15,Beverage and Tobacco Product Manufacturing,Dollars (millions)
2023,CC15,Beverage and Tobacco Product Manufacturing,Dollars (millions)
2023,CC15,Beverage and Tobacco Product Manufacturing,Dollars (millions)
2023,CC15,Beverage and Tobacco Product Manufacturing,Dollars (millions)
2023,CC15,Beverage and Tobacco Product Manufacturing,Dollars (millions)
2023,CC15,Beverage and Tobacco Product Manufacturing,Dollars (millions)
2023,CC15,Beverage and Tobacco Product Manufacturing,Dollars (millions)
2023,CC15,Beverage and Tobacco Product Manufacturing,Dollars (millions)
2023,CC15,Beverage and Tobacco Product Manufacturing,Dollars (millions)
2023,CC15,Beverage and Tobacco Product Manufacturing,Dollars (millions)
2023,CC15,Beverage and Tobacco Product Manufacturing,Dollars (millions)
2023,CC15,Beverage and Tobacco Product Manufacturing,Dollars (millions)
2023,CC15,Beverage and Tobacco Product Manufacturing,Dollars (millions)
2023,CC15,Beverage and Tobacco Product Manufacturing,Dollars (millions)
2023,CC15,Beverage and Tobacco Product Manufacturing,Dollars (millions)
2023,CC15,Beverage and Tobacco Product Manufacturing,Dollars (millions)
2023,CC15,Beverage and Tobacco Product Manufacturing,Dollars (millions)
2023,CC15,Beverage and Tobacco Product Manufacturing,Dollars (millions)
2023,CC15,Beverage and Tobacco Product Manufacturing,Dollars
2023,CC15,Beverage and Tobacco Product Manufacturing,Dollars
2023,CC15,Beverage and Tobacco Product Manufacturing,Percentage
2023,CC15,Beverage and Tobacco Product Manufacturing,Percentage
